2R	500	13	0.996	0.007601888
2R	1500	15	1.000	0.008428629
2R	2500	13	1.000	0.007438146
2R	3500	16	1.000	0.008428629
2R	4500	13	1.000	0.007842381
2R	5500	14	1.000	0.007838149
2R	6500	15	1.000	0.009285778
2R	7500	14	1.000	0.007455077
2R	8500	14	1.000	0.008057198
2R	9500	21	1.000	0.012657230
2R	10500	23	1.000	0.013666760
2R	11500	13	1.000	0.006975709
2R	12500	13	1.000	0.007347140
2R	13500	10	1.000	0.004571460
2R	14500	5	1.000	0.002866686
2R	15500	13	1.000	0.006942905
2R	16500	9	1.000	0.004657175
2R	17500	12	1.000	0.006428616
2R	18500	7	0.878	0.004328048
2R	19500	10	1.000	0.005742897
2R	20500	15	1.000	0.008200056
2R	21500	16	1.000	0.009438160
2R	22500	13	1.000	0.007209573
2R	23500	13	0.986	0.006809667
2R	24500	16	1.000	0.008914347
2R	25500	11	1.000	0.006466711
2R	26500	13	1.000	0.007918572
2R	27500	13	1.000	0.007523861
2R	28500	10	1.000	0.006409567
2R	29500	11	0.773	0.007330796
2R	30500	10	0.696	0.007278222
2R	31500	1	0.547	0.000835733
2R	32500	0	0.383	na
2R	33500	15	1.000	0.007985239
2R	34500	11	1.000	0.006457187
2R	35500	9	1.000	0.005400037
2R	36500	10	1.000	0.005714325
2R	37500	9	1.000	0.004771461
2R	38500	21	1.000	0.012024420
2R	39500	31	0.943	0.017692165
2R	40500	35	0.985	0.021987098
2R	41500	16	0.877	0.010848747
2R	42500	12	1.000	0.006542902
2R	43500	10	1.000	0.005314322
2R	44500	18	1.000	0.009400064
2R	45500	30	1.000	0.016723924
2R	46500	38	1.000	0.022387454
2R	47500	15	1.000	0.008781012
2R	48500	16	1.000	0.009314350
2R	49500	43	1.000	0.026092240
2R	50500	39	1.000	0.023989581
2R	51500	9	1.000	0.005123844
2R	52500	15	1.000	0.007809577
2R	53500	12	1.000	0.006628617
2R	54500	11	1.000	0.006283641
2R	55500	16	1.000	0.007971483
2R	56500	11	1.000	0.006142899
2R	57500	12	1.000	0.007000048
2R	58500	13	1.000	0.007750317
2R	59500	14	1.000	0.008147145
2R	60500	11	1.000	0.006714332
2R	61500	12	1.000	0.006028613
2R	62500	13	1.000	0.007095286
2R	63500	8	1.000	0.004914319
2R	64500	10	1.000	0.005828611
2R	65500	12	1.000	0.006714332
2R	66500	12	1.000	0.006800047
2R	67500	14	1.000	0.007173593
2R	68500	10	1.000	0.006083639
2R	69500	29	1.000	0.017122868
2R	70500	14	1.000	0.007797937
2R	71500	20	1.000	0.010369383
2R	72500	17	1.000	0.009547155
2R	73500	8	1.000	0.004797916
2R	74500	12	1.000	0.006400044
2R	75500	23	1.000	0.013632897
2R	76500	35	1.000	0.020411779
2R	77500	23	1.000	0.014657243
2R	78500	50	1.000	0.028785382
2R	79500	33	0.983	0.019822836
2R	80500	48	0.986	0.028984819
2R	81500	28	0.967	0.017624037
2R	82500	26	1.000	0.015347195
2R	83500	15	1.000	0.008257199
2R	84500	19	1.000	0.010179963
2R	85500	8	0.561	0.007290508
2R	86500	2	0.139	na
2R	87500	13	1.000	0.007285764
2R	88500	16	1.000	0.009142920
2R	89500	11	0.977	0.006531214
2R	90500	12	1.000	0.006942905
2R	91500	21	0.979	0.012106161
2R	92500	16	0.969	0.008816218
2R	93500	0	0.000	na
2R	94500	10	0.731	0.007738963
2R	95500	20	1.000	0.010322821
2R	96500	13	1.000	0.006842374
2R	97500	14	1.000	0.008285771
2R	98500	11	1.000	0.006200043
2R	99500	13	1.000	0.006973592
2R	100500	37	1.000	0.021519723
2R	101500	11	1.000	0.006116443
2R	102500	15	0.939	0.008367622
2R	103500	14	0.775	0.009695919
2R	104500	13	1.000	0.006828618
2R	105500	16	1.000	0.008490005
2R	106500	15	1.000	0.008457201
2R	107500	11	1.000	0.006085756
2R	108500	11	1.000	0.006571474
2R	109500	16	1.000	0.008438153
2R	110500	7	1.000	0.004057171
2R	111500	18	1.000	0.009797950
2R	112500	8	1.000	0.004400030
2R	113500	7	1.000	0.004089975
2R	114500	18	1.000	0.009400064
2R	115500	6	1.000	0.003257165
2R	116500	11	1.000	0.005940781
2R	117500	10	1.000	0.005800040
2R	118500	14	0.658	0.010160730
2R	119500	9	0.813	0.005587808
2R	120500	6	0.467	na
2R	121500	3	0.466	na
2R	122500	17	0.762	0.012638784
2R	123500	8	1.000	0.004085742
2R	124500	15	1.000	0.007489998
2R	125500	13	1.000	0.006861422
2R	126500	10	1.000	0.005689986
2R	127500	8	1.000	0.004228600
2R	128500	39	1.000	0.022710208
2R	129500	10	1.000	0.005485752
2R	130500	9	1.000	0.005289983
2R	131500	14	1.000	0.007628624
2R	132500	9	1.000	0.005202151
2R	133500	10	0.945	0.005079400
2R	134500	1	0.128	na
2R	135500	1	0.365	na
2R	136500	19	0.785	0.013144699
2R	137500	10	0.858	0.006291282
2R	138500	14	1.000	0.007771482
2R	139500	13	1.000	0.007114334
2R	140500	10	1.000	0.005575699
2R	141500	11	1.000	0.005826495
2R	142500	18	1.000	0.009013818
2R	143500	9	0.769	0.006390532
2R	144500	16	0.849	0.010780263
2R	145500	49	1.000	0.029306019
2R	146500	22	1.000	0.012571515
2R	147500	18	1.000	0.010749279
2R	148500	11	1.000	0.006083639
2R	149500	12	1.000	0.006400044
2R	150500	12	1.000	0.006232847
2R	151500	11	1.000	0.005771468
2R	152500	11	1.000	0.006070940
2R	153500	9	1.000	0.004628603
2R	154500	10	1.000	0.005371465
2R	155500	10	1.000	0.005747128
2R	156500	13	1.000	0.007514337
2R	157500	11	1.000	0.006070940
2R	158500	13	1.000	0.006228614
2R	159500	12	1.000	0.006032845
2R	160500	11	1.000	0.006514330
2R	161500	13	1.000	0.007089995
2R	162500	12	1.000	0.007000048
2R	163500	13	1.000	0.006714332
2R	164500	22	1.000	0.013257234
2R	165500	19	1.000	0.010147159
2R	166500	11	1.000	0.006057184
2R	167500	11	1.000	0.007147931
2R	168500	13	1.000	0.007028620
2R	169500	14	1.000	0.006928089
2R	170500	13	1.000	0.006714332
2R	171500	10	1.000	0.005342894
2R	172500	10	1.000	0.005261411
2R	173500	12	1.000	0.006542902
2R	174500	16	1.000	0.008464607
2R	175500	12	1.000	0.006661421
2R	176500	14	1.000	0.007432855
2R	177500	12	1.000	0.006228614
2R	178500	16	1.000	0.007685767
2R	179500	14	1.000	0.007489998
2R	180500	13	1.000	0.006604278
2R	181500	10	1.000	0.005600038
2R	182500	10	1.000	0.005404270
2R	183500	14	1.000	0.007266716
2R	184500	12	1.000	0.005912209
2R	185500	11	1.000	0.005314322
2R	186500	8	1.000	0.004175690
2R	187500	9	1.000	0.005342894
2R	188500	27	1.000	0.014494279
2R	189500	33	0.978	0.019089947
2R	190500	14	1.000	0.007514337
2R	191500	11	1.000	0.006085755
2R	192500	15	1.000	0.007718571
2R	193500	11	1.000	0.006042369
2R	194500	20	0.921	0.012573261
2R	195500	13	0.843	0.008518388
2R	196500	6	1.000	0.003200022
2R	197500	9	1.000	0.004742890
2R	198500	10	1.000	0.004942891
2R	199500	12	1.000	0.006061417
2R	200500	10	1.000	0.005523847
2R	201500	13	1.000	0.006918566
2R	202500	8	0.756	0.005296640
2R	203500	6	0.701	0.004483422
2R	204500	10	1.000	0.004828605
2R	205500	10	1.000	0.004942891
2R	206500	10	1.000	0.005600038
2R	207500	9	1.000	0.004628603
2R	208500	12	1.000	0.006142899
2R	209500	13	1.000	0.006742903
2R	210500	14	1.000	0.007728095
2R	211500	12	1.000	0.006142899
2R	212500	9	1.000	0.005000034
2R	213500	12	1.000	0.005832844
2R	214500	11	0.903	0.006138311
2R	215500	7	1.000	0.003714311
2R	216500	9	1.000	0.004542888
2R	217500	11	1.000	0.006085756
2R	218500	9	1.000	0.004628603
2R	219500	6	0.380	na
2R	220500	8	1.000	0.004200029
2R	221500	15	1.000	0.007657195
2R	222500	16	0.905	0.008713556
2R	223500	9	1.000	0.004461406
2R	224500	15	1.000	0.008171485
2R	225500	11	1.000	0.005604271
2R	226500	9	1.000	0.004400030
2R	227500	13	1.000	0.006314329
2R	228500	11	1.000	0.005604271
2R	229500	8	0.731	0.005002966
2R	230500	10	0.414	na
2R	231500	32	1.000	0.017461495
2R	232500	6	1.000	0.003000021
2R	233500	19	1.000	0.010832878
2R	234500	55	1.000	0.033169539
2R	235500	12	1.000	0.007057190
2R	236500	10	1.000	0.005085749
2R	237500	9	1.000	0.005208501
2R	238500	10	1.000	0.004714318
2R	239500	11	1.000	0.005942898
2R	240500	10	1.000	0.005371465
2R	241500	18	1.000	0.009290009
2R	242500	10	1.000	0.005318555
2R	243500	11	1.000	0.005942898
2R	244500	9	1.000	0.004914319
2R	245500	24	1.000	0.013303794
2R	246500	24	1.000	0.013008554
2R	247500	25	1.000	0.014194805
2R	248500	12	1.000	0.005975702
2R	249500	9	1.000	0.004857176
2R	250500	13	0.922	0.007034446
2R	251500	0	0.000	na
2R	252500	5	0.515	0.004993099
2R	253500	11	1.000	0.006019088
2R	254500	9	1.000	0.004971463
2R	255500	12	1.000	0.006397927
2R	256500	13	1.000	0.006832851
2R	257500	11	1.000	0.005685753
2R	258500	12	1.000	0.005771468
2R	259500	22	1.000	0.011579972
2R	260500	11	1.000	0.005685753
2R	261500	18	1.000	0.009204296
2R	262500	8	1.000	0.004028599
2R	263500	15	1.000	0.007942912
2R	264500	9	1.000	0.004628603
2R	265500	8	1.000	0.004028599
2R	266500	9	1.000	0.004400030
